score<Pub. year>	score<Application year>	score<Earliest priority year>	score<Cited by patents>	score<Cites patents>	score<Simple family size>	score<Extended family size>	score<NPL citations>
2024	2022	2016	0	6	13	13	3
2016	2016	2015	5	10	2	2	0
2025	2023	2020	0	29	18	18	2
2018	2018	2017	6	0	3	3	0
2018	2018	2017	2	5	3	3	1
2021	2019	2018	11	2	3	3	0
2023	2023	2020	2	2	18	18	1
2021	2020	2020	3	14	4	4	0
2019	2019	2012	29	0	2	62	0
2020	2011	2010	1	10	15	46	0
2019	2018	2013	3	0	3	3	0
2024	2020	2020	0	15	4	4	1
2022	2019	2019	11	81	6	6	57
2019	2015	2014	2	6	23	62	0
2024	2022	2022	5	5	9	9	0
2024	2023	2022	2	3	9	9	1
2025	2024	2020	0	0	4	4	0
2016	2016	2013	3	0	24	24	0
2020	2019	2019	0	4	4	4	0
2023	2021	2020	1	4	2	2	0
2016	2014	2013	8	4	7	8	0
2022	2018	2017	0	40	6	6	1
2017	2014	2013	2	9	7	8	1
2016	2016	2010	22	12	5	46	0
2017	2015	2013	4	26	22	22	23
2021	2021	2020	3	2	2	2	0
2017	2015	2001	3	2747	37	37	544
2021	2014	2013	0	7	22	22	2
2017	2014	2013	1	16	9	9	10
2025	2022	2014	0	60	13	13	8
2020	2018	2016	0	83	4	4	14
2020	2019	2018	0	4	4	4	0
2019	2018	2013	3	5	22	22	0
2018	2014	2004	1	45	10	22	0
2024	2022	2022	2	14	9	9	11
2024	2023	2022	1	0	4	4	0
2018	2017	2017	34	11	5	5	0
2016	2015	2013	11	4	22	22	2
2017	2016	2015	0	5	2	2	0
2020	2018	2018	1	13	4	4	0
2023	2022	2021	1	7	8	8	0
2025	2022	2021	0	0	8	8	0
2019	2018	2017	25	11	5	5	0
2023	2022	2019	4	82	6	6	56
2017	2009	2008	13	31	26	26	35
2019	2018	2017	47	11	5	5	0
2021	2018	2013	21	25	3	3	0
2023	2011	2010	0	3	15	46	0
2021	2019	2018	2	24	2	2	13
2019	2018	2017	0	3	3	3	0
2020	2019	2017	5	2	5	5	0
2024	2016	2015	0	29	20	31	5
2019	2017	2017	1	76	2	2	68
2020	2019	2018	6	8	5	5	8
2018	2016	2015	3	16	24	24	3
2021	2019	2017	7	2	5	5	0
2020	2017	2016	8	13	4	4	3
2023	2022	2022	0	2	4	4	2
2024	2016	2015	0	8	8	8	0
2017	2009	2008	7	49	13	15	19
2025	2025	2024	0	5	1	1	0
2025	2023	2017	1	811	25	25	215
2019	2017	2016	7	0	12	12	0
2022	2020	2019	3	2	1	1	1
2020	2019	2018	18	3	1	1	0
2020	2017	2016	0	16	12	12	0
2023	2019	2019	0	18	4	4	1
2025	2024	2023	0	112	8	117	50
2022	2019	2019	0	14	4	4	0
2019	2019	2018	12	0	10	10	0
2018	2016	2016	2	6	6	6	1
2025	2021	2020	0	8	11	25	0
2021	2020	2020	5	8	2	2	0
2023	2022	2021	6	5	4	10	0
2022	2016	2016	0	168	6	6	2
2021	2019	2015	5	241	20	31	47
2018	2006	2005	1	6	9	9	0
2020	2018	2017	7	0	16	16	0
2021	2018	2017	4	15	16	16	13
2017	2014	2012	2	50	4	4	60
2019	2018	2018	0	0	4	4	0
2020	2020	2019	0	13	10	11	0
2018	2015	2014	16	0	10	10	0
2017	2016	2014	6	0	4	8	0
2017	2016	2014	2	1	4	8	15
2022	2022	2021	1	6	2	3	0
2016	2015	2014	3	11	10	10	64
2020	2020	2019	16	7	7	17	0
2019	2019	2008	5	67	26	26	44
2024	2022	2008	0	113	26	26	77
2020	2020	2019	0	4	10	11	0
2017	2016	2013	4	2	2	9	0
2018	2016	2013	0	9	2	9	2
2023	2023	2022	0	5	1	3	0
2024	2019	2018	0	46	3	3	167
2017	2017	2016	82	0	37	37	0
2018	2016	2016	20	0	22	22	0
2024	2022	2021	0	51	2	3	3
2021	2015	2014	3	20	10	10	63
2020	2018	2017	2	0	4	4	0
2018	2018	2017	2	2	4	4	1
2017	2017	2016	13	2	13	13	4
2019	2017	2011	2	3	6	6	0
2024	2020	2020	4	8	2	2	0
2017	2017	2011	12	3	6	6	0
2024	2023	2023	0	7	3	3	0
2020	2019	2018	0	5	8	8	0
2018	2017	2016	71	58	5	7	7
2023	2020	2019	0	2	7	7	1
2024	2023	2023	2	170	6	6	274
2020	2017	2016	4	36	22	22	23
2025	2024	2024	0	6	2	2	33
2017	2016	2015	0	7	8	8	1
2024	2023	2018	0	82	7	7	51
2017	2016	2015	15	2	8	8	0
2018	2017	2013	0	34	24	24	1
2017	2014	2014	2	2	9	9	0
2022	2020	2019	0	3	5	5	0
2021	2017	2016	2	5	13	13	0
2017	2017	2013	0	2	24	24	0
2016	2014	2013	9	1	2	2	16
2018	2017	2016	18	6	13	13	0
2018	2014	2014	0	5	9	9	4
2016	2013	2012	0	5	13	13	2
2024	2024	2023	0	10	4	5	0
2022	2017	2016	2	3	13	13	4
2020	2019	2019	6	26	10	11	0
2024	2020	2019	0	7	5	5	10
2025	2025	2024	0	2	2	2	0
2023	2022	2019	0	9	7	17	0
2024	2023	2022	0	0	5	5	4
2019	2016	2016	25	12	22	22	13
2021	2020	2019	6	3	7	7	1
2022	2018	2017	0	1	16	16	0
2024	2023	2022	0	4	7	7	2
2023	2022	2021	1	11	8	8	0
2022	2020	2019	1	7	7	7	1
2019	2018	2017	0	0	13	13	0
2025	2023	2022	0	2	2	2	0
2021	2020	2019	5	0	7	7	0
2021	2021	2010	6	365	8	46	195
2016	2015	2014	1	3	9	9	1
2021	2021	2010	0	0	8	46	0
2016	2013	2010	5	23	9	9	18
2018	2017	2010	3	0	11	19	0
2018	2016	2015	109	0	2	2	0
2024	2022	2021	0	18	8	8	4
2023	2021	2017	13	495	25	25	197
2018	2012	2009	0	12	6	6	1
2020	2016	2016	0	11	5	5	2
2021	2021	2017	1	4	13	13	0
2018	2016	2016	2	5	6	6	0
2021	2017	2017	1	21	13	13	5
2022	2021	2019	2	9	7	7	0
2023	2021	2019	0	20	7	7	4
2021	2017	2016	0	5	13	13	0
2019	2016	2016	4	5	5	5	0
2021	2019	2006	1	27	14	24	0
2018	2017	2014	2	0	4	8	0
2019	2016	1999	0	5	25	25	0
2018	2017	2014	0	8	4	8	15
2022	2021	2020	2	3	2	2	0
2018	2017	2016	48	5	11	27	0
2024	2021	2020	0	3	2	2	17
2021	2016	2016	0	0	6	6	0
2016	2015	2010	8	12	8	8	0
2022	2022	2021	1	2	6	6	1
2023	2023	2022	2	3	2	2	1
2020	2019	2016	0	25	5	5	3
2019	2019	2016	11	1	5	5	0
2018	2016	2015	63	63	34	34	16
2016	2015	2014	17	19	12	12	4
2023	2021	2015	0	93	27	27	82
2021	2021	2016	1	0	22	22	0
2021	2021	2017	0	0	12	12	0
2019	2015	2010	2	60	8	8	4
2016	2014	2013	5	0	8	8	0
2023	2022	2021	0	4	5	5	2
2022	2018	2017	0	7	3	3	2
2018	2018	2017	6	5	2	3	0
2017	2011	2011	3	13	1	1	2
2019	2019	2016	3	0	22	22	0
2018	2017	2016	0	15	11	27	1
2022	2016	2016	0	27	6	6	4
2024	2023	2022	0	4	2	2	0
2024	2023	2022	0	0	1	1	0
2016	2016	2015	9	7	8	8	1
2023	2010	2009	0	0	26	28	1
2016	2012	2011	12	40	9	32	1
2019	2015	2014	30	73	7	7	4
2021	2019	2019	4	0	3	3	0
2020	2018	2015	1	19	24	24	5
2022	2022	2019	0	0	3	3	0
2021	2020	2020	1	15	3	3	0
2020	2020	2016	5	0	37	37	0
2016	2013	2013	1	34	10	10	1
2017	2017	2016	47	40	37	37	4
2019	2016	2013	1	42	10	10	1
2017	2015	2014	40	66	8	8	101
2023	2023	2017	0	4	13	13	0
2017	2016	2013	0	7	10	10	0
2020	2020	2018	6	0	10	10	0
2018	2017	2017	9	3	13	13	0
2021	2019	2008	6	71	26	26	50
2023	2023	2019	6	0	47	47	0
2023	2021	2019	4	5	1	3	45
2024	2023	2019	3	173	47	47	30
2016	2015	2014	4	7	12	12	1
2018	2010	2009	0	7	7	7	2
2017	2015	2014	0	0	12	12	0
2024	2024	2019	2	0	47	47	0
2023	2023	2019	4	19	47	47	1
2020	2016	2016	1	118	2	2	44
2018	2017	2016	3	0	2	8	18
2020	2019	2018	30	0	5	5	0
2016	2013	2012	2	11	4	4	21
2023	2021	2017	0	9	13	13	2
2021	2019	2016	1	5	22	22	0
2025	2024	2023	0	0	3	3	0
2023	2021	2019	5	144	47	47	26
2018	2016	2015	16	3	8	8	0
2021	2021	2019	7	4	47	47	3
2025	2024	2023	0	0	3	3	0
2024	2020	2019	2	2	7	7	2
2025	2024	2023	0	0	2	2	0
2017	2016	2015	28	3	2	41	0
2025	2025	2024	0	5	1	1	0
2018	2018	2017	13	0	4	4	0
2019	2014	2013	3	760	9	9	1003
2023	2021	2016	0	4	22	22	0
2022	2019	2019	2	107	3	3	4
2018	2018	2017	1	0	4	4	0
2016	2015	2014	0	26	8	8	9
2020	2017	2013	5	0	2	4	0
2017	2017	2003	8	0	25	25	0
2021	2018	2017	2	11	4	4	13
2021	2019	2019	32	0	6	6	0
2018	2018	2012	0	0	29	29	0
2019	2019	2012	0	0	29	29	0
2016	2015	2014	58	6	12	12	0
2025	2022	2021	1	66	2	2	133
2025	2019	2018	0	2	32	32	0
2019	2018	2012	0	7	29	29	0
2020	2019	2012	0	15	29	29	0
2017	2017	2016	33	7	5	7	0
2024	2024	2013	5	9	17	450	1
2017	2017	2016	1	5	5	7	0
2020	2019	2018	12	0	2	10	0
2020	2020	2019	22	6	47	47	3
2023	2022	2019	0	0	6	6	0
2024	2023	2022	0	4	4	4	0
2024	2024	2020	0	2	1	16	1
2024	2023	2022	0	4	4	4	4
2021	2021	2020	3	9	11	25	1
2025	2023	2017	0	4	13	13	0
2018	2016	2015	0	8	10	10	1
2023	2006	2005	0	1	63	63	0
2021	2019	2018	2	9	2	10	6
2021	2021	2019	3	6	4	4	0
2025	2021	2020	0	1	9	9	2
2017	2010	2009	3	153	14	25	19
2023	2022	2021	0	11	25	37	4
2025	2025	2024	0	5	2	2	0
2016	2010	2009	4	109	11	25	19
2023	2023	2020	1	1	4	4	0
2019	2018	2016	31	58	2	7	9
2024	2023	2020	0	14	4	4	60
2017	2013	2012	8	14	15	15	1
2021	2020	2015	8	85	27	27	71
2022	2020	2020	2	8	13	16	2
2020	2019	2018	0	3	2	2	0
2018	2013	2012	0	4	15	15	0
2021	2020	2020	5	0	13	16	0
2021	2021	2020	0	8	13	16	1
2023	2023	2020	0	3	5	5	0
2021	2021	2020	2	6	5	5	0
2025	2023	2023	0	4	1	1	0
2020	2019	2015	3	83	27	27	66
2023	2020	2020	1	9	5	5	0
2024	2023	2020	0	3	5	5	0
2022	2020	2020	0	0	5	5	0
2024	2022	2021	2	4	5	5	0
2025	2020	2018	0	9	15	15	22
2025	2022	2021	2	12	5	5	3
2024	2018	2017	0	1	13	13	0
2021	2020	2019	2	2	7	7	2
2021	2021	2020	0	3	17	17	0
2020	2018	2018	1	0	2	2	0
2024	2023	2018	0	1	7	7	0
2023	2021	2020	5	1	7	7	0
2022	2018	2017	0	1	12	12	0
2025	2021	2020	1	6	7	7	3
2016	2016	2015	18	15	20	31	1
2018	2017	2017	4	6	12	12	0
2019	2016	2016	4	59	2	2	9
2019	2018	2017	5	6	12	12	0
2023	2022	2020	0	12	2	16	0
2025	2022	2020	0	24	2	16	6
2022	2021	2018	1	16	18	20	3
2022	2020	2018	2	6	18	20	4
2016	2014	2012	0	15	6	6	2
2018	2016	2016	8	2	2	2	1
2021	2020	2018	10	0	18	20	0
2018	2017	2016	2	5	2	2	0
2024	2024	2023	0	3	3	3	1
2023	2021	2020	3	4	2	2	72
2018	2013	2012	0	4	13	13	1
2018	2015	2011	1	4	4	4	0
2016	2007	2006	0	1	21	41	0
2025	2024	2023	1	3	2	2	6
2023	2020	2020	2	6	11	11	0
2017	2014	2014	1	11	10	10	2
2024	2022	2021	7	96	6	6	0
2020	2019	2018	9	0	2	10	0
2023	2020	2020	0	0	11	11	0
2025	2020	2020	0	19	11	11	5
2021	2019	2018	3	5	2	10	4
2022	2021	2020	0	0	9	9	0
2024	2019	2018	0	39	8	8	142
2021	2019	2019	6	0	2	2	0
2024	2024	2021	4	0	1	16	0
2016	2013	2003	0	31	25	25	1
2019	2019	2018	10	2	13	13	0
2017	2015	2014	7	14	5	5	2
2016	2009	2008	0	5	7	14	0
2019	2019	2018	0	12	13	13	0
2022	2019	2019	0	116	2	2	4
2024	2024	2021	4	0	1	10	0
2021	2019	2018	1	20	8	8	7
2016	2014	2013	0	6	1	1	7
2022	2022	2016	1	3	13	13	0
2023	2022	2021	9	0	5	5	0
2023	2019	2017	0	29	30	30	11
2016	2014	2014	2	19	8	16	9
2019	2014	2014	30	27	23	62	3
2020	2019	2017	17	4	30	30	0
2016	2016	2015	40	4	2	2	0
2016	2013	2013	5	9	2	2	0
2025	2024	2018	0	12	7	7	0
2024	2021	2020	0	9	6	12	0
2021	2019	2019	1	3	5	5	9
2022	2021	2020	8	2	6	12	0
2022	2020	2019	2	6	8	8	0
2025	2021	2020	0	9	13	16	0
2021	2020	2019	3	4	8	8	0
2016	2012	2001	3	136	7	127	36
2024	2024	2023	0	5	4	4	0
2022	2016	2016	0	167	7	7	0
2024	2020	2019	0	16	8	8	2
2020	2016	2016	2	6	6	6	1
2022	2016	2016	0	163	10	10	11
2024	2016	2016	0	207	6	6	0
2018	2016	2016	1	3	10	10	2
2019	2017	2016	23	0	13	13	0
2018	2016	2016	2	5	10	10	2
2018	2016	2016	2	8	6	6	2
2020	2016	2016	2	21	10	10	0
2018	2016	2016	2	7	6	6	2
2018	2016	2016	5	7	6	6	2
2021	2016	2016	0	170	6	6	0
2019	2016	2016	6	0	6	6	0
2019	2016	2016	13	0	6	6	0
2018	2016	2016	0	9	7	7	2
2019	2016	2016	17	0	10	10	0
2019	2016	2016	12	0	6	6	0
2023	2016	2016	0	172	10	10	0
2018	2016	2016	4	4	6	6	2
2022	2016	2016	0	167	6	6	0
2019	2016	2016	9	0	7	7	0
2018	2016	2016	0	4	6	6	1
2021	2016	2016	5	0	6	6	0
2020	2016	2016	1	0	7	7	0
2019	2018	2017	5	3	5	5	9
2022	2016	2016	0	174	6	6	0
2022	2016	2016	0	167	6	6	1
2018	2004	2003	0	1	12	1385	0
2021	2019	2018	1	5	2	10	4
2020	2019	2018	7	0	2	10	0
2022	2021	2020	2	3	7	7	1
2024	2023	2023	1	63	4	4	9
2023	2021	2019	2	12	4	4	3
2022	2022	2020	3	7	12	12	3
2025	2025	2024	0	6	11	20	0
2021	2019	2018	0	5	3	3	2
2025	2024	2023	0	0	1	1	0
2023	2023	2013	0	508	17	450	9
2020	2018	2018	39	58	6	6	9
2022	2021	2020	0	5	4	4	0
2025	2025	2013	1	0	17	450	0
2020	2019	2018	0	4	3	3	1
2024	2023	2013	0	610	17	450	11
2024	2023	2013	0	628	26	450	9
2024	2023	2018	3	1	13	13	0
2024	2024	2020	3	5	1	12	1
2017	2013	2012	0	22	10	10	1
2023	2022	2019	5	142	47	47	23
2019	2019	2018	9	7	16	16	10
2024	2023	2019	3	173	47	47	29
2023	2022	2019	7	1	47	47	0
2020	2017	2017	0	18	3	3	0
2024	2020	2019	0	9	8	8	2
2019	2017	2017	6	0	3	3	0
2021	2020	2019	12	3	8	8	0
2016	2014	2014	1	1	2	2	0
2022	2020	2019	4	0	8	8	0
2020	2019	2008	23	1396	71	105	122
2022	2021	2020	4	8	8	8	1
2023	2023	2019	4	0	47	47	0
2024	2023	2019	1	142	47	47	27
2021	2020	2016	13	108	37	37	16
2020	2019	2008	80	1404	71	105	122
2019	2018	2016	4	0	2	7	0
2025	2024	2024	0	6	1	16	0
2023	2023	2019	4	0	47	47	0
2025	2021	2020	0	8	8	8	2
2025	2024	2021	0	3	2	2	0
2017	2014	2014	4	10	2	2	1
2016	2014	2014	4	9	6	6	0
2020	2019	2008	56	1410	71	105	122
2022	2018	2017	12	85	4	4	29
2024	2024	2020	2	4	1	5	0
2016	2014	2014	9	0	6	6	0
2021	2021	2019	8	0	47	47	0
2023	2021	2020	0	2	9	9	0
2022	2021	2019	8	134	47	47	21
2019	2009	2009	0	6	7	7	0
2019	2017	2016	2	38	6	6	5
2017	2017	2016	6	0	6	6	0
2020	2020	2019	0	45	16	16	1
2018	2012	2011	5	75	4	4	100
2021	2020	2018	0	59	6	6	12
2020	2020	2019	0	3	3	3	38
2024	2017	2016	0	2	22	22	0
2024	2024	2019	2	1	47	47	1
2025	2025	2024	0	5	1	1	0
2019	2018	2017	0	17	7	7	1
2025	2023	2021	2	23	2	8	20
2025	2024	2013	0	782	17	450	19
2018	2007	2006	0	7	3	9	0
2019	2018	2017	7	0	7	7	0
2024	2024	2023	0	7	3	3	0
2025	2025	2024	0	0	11	20	0
2018	2016	2015	4	4	2	2	0
2017	2016	2015	2	3	10	10	0
2017	2016	2015	8	12	3	3	0
2017	2016	2006	3	0	14	24	0
2023	2023	2022	1	3	6	6	1
2025	2022	2021	0	4	8	8	2
2018	2018	2013	0	3	10	10	0
2016	2015	2014	5	2	13	13	2
2020	2020	2014	1	0	13	13	0
2020	2018	2013	0	25	10	10	3
2019	2019	2018	3	6	15	15	1
2016	2015	2014	104	8	13	13	1
2021	2020	2020	33	13	4	4	2
2025	2025	2014	0	4	13	13	0
2016	2014	2013	7	3	10	10	0
2020	2019	2016	67	91	37	37	14
2019	2018	2018	6	28	15	15	0
2020	2018	2018	5	33	15	15	22
2021	2020	2019	2	5	2	2	0
2021	2021	2020	0	8	4	4	1
2019	2018	2017	0	3	3	3	0
2023	2021	2020	0	3	4	4	0
2021	2020	2019	0	1	6	6	2
2022	2022	2021	2	5	5	5	0
2023	2020	2008	1	2125	32	105	584
2018	2014	2013	0	10	13	13	6
2020	2020	2020	1	1	2	2	0
2018	2017	2016	4	6	3	3	2
2019	2017	2017	0	1	2	2	12
2022	2022	2019	0	3	16	16	0
2023	2022	2019	0	15	16	16	0
2020	2017	2016	0	7	9	9	43
2023	2021	2018	0	59	6	6	14
2019	2017	2016	0	1	3	3	2
2021	2020	2019	0	0	6	6	0
2022	2020	2019	0	2	6	6	2
2024	2023	2023	0	2	3	3	13
2024	2023	2022	0	0	7	7	0
2023	2022	2016	7	7	22	22	13
2016	2014	2013	13	13	9	9	0
2020	2019	2018	0	36	32	32	11
2024	2021	2020	0	1	6	6	3
2024	2023	2019	0	97	4	16	9
2023	2023	2019	2	0	4	16	0
2016	2015	2015	5	7	2	2	0
2022	2021	2020	1	4	8	8	2
2018	2017	2013	0	19	4	4	0
2019	2013	2012	6	244	8	8	275
2019	2016	2001	5	242	29	29	304
2022	2020	2019	4	4	6	6	0
2017	2004	2003	0	1	12	1385	0
2024	2021	2020	0	2	5	5	0
2025	2025	2024	0	4	1	1	0
2024	2020	2019	0	10	47	47	4
2016	2015	2015	24	1	2	2	0
2025	2024	2024	0	0	4	20	0
2021	2014	2013	0	85	20	20	0
2024	2024	2023	0	6	7	7	1
2025	2025	2023	0	0	7	7	0
2021	2020	2019	0	6	6	6	2
2025	2023	2023	0	17	7	7	2
2025	2025	2013	0	924	17	450	27
2017	2014	2013	0	2	9	9	3
2024	2023	2023	0	4	7	7	0
2025	2016	2015	0	2	27	27	0
2020	2018	2017	3	0	7	7	0
2024	2022	2021	0	4	2	25	1
2024	2024	2023	2	0	4	117	0
2017	2017	2016	5	36	15	15	4
2020	2019	2015	12	1	20	31	0
2025	2024	2023	0	5	1	1	0
2024	2019	2018	0	3	15	15	0
2022	2018	2017	0	12	7	7	1
2019	2019	2018	3	5	8	8	5
2017	2015	2010	2	66	7	7	102
2021	2019	2018	6	38	32	32	2
2020	2019	2008	56	1410	71	105	144
2017	2017	2016	7	6	2	2	0
2019	2013	2012	1	0	29	29	0
2019	2017	2017	0	110	2	2	42
2020	2018	2018	3	0	6	6	0
2017	2014	2013	9	17	4	4	0
2024	2023	2022	0	5	7	7	0
2021	2019	2018	5	0	32	32	0
2024	2023	2020	0	0	12	12	0
2022	2021	2020	25	0	12	12	0
2016	2015	2015	9	5	5	5	0
2020	2019	2018	9	6	32	32	0
2020	2010	2004	7	228	2	94	12
2017	2017	2013	3	2	4	4	0
2018	2016	2015	8	60	27	27	34
2024	2022	2022	2	2	2	2	0
2024	2022	2022	0	12	2	2	3
2019	2017	2017	10	0	12	12	0
2023	2022	2021	0	1	4	4	0
2024	2024	2023	1	3	3	3	0
2020	2016	2011	4	33	9	32	2
2016	2016	2011	9	5	9	32	0
2024	2023	2023	0	9	3	3	0
2023	2021	2020	0	12	11	11	2
2019	2017	2015	0	3	2	20	0
2018	2017	2015	31	6	2	20	0
2022	2017	2016	1	84	14	14	39
2024	2024	2023	0	7	2	2	1
2024	2024	2023	0	0	3	3	0
2020	2015	2014	0	118	3	5	46
2024	2024	2023	0	2	3	3	2
2025	2025	2022	0	0	2	2	0
2022	2020	2019	12	4	7	7	1
2023	2019	2016	0	15	4	4	3
2025	2025	2024	0	0	2	2	0
2025	2025	2024	0	7	2	2	0
2025	2024	2022	2	0	5	6	0
2021	2013	2012	0	5	29	29	0
2021	2019	2019	2	1	1	1	5
2016	2015	2013	15	39	7	7	0
2020	2018	2018	3	9	4	4	9
2023	2023	2022	1	34	5	6	0
2021	2019	2019	3	3	14	14	1
2023	2020	2017	6	67	36	37	2
2025	2024	2023	0	2	3	19	4
2024	2024	2023	0	0	2	2	0
2023	2022	2021	4	0	5	6	0
2021	2021	2020	0	0	4	4	0
2018	2017	2016	82	0	5	5	0
2020	2020	2018	5	0	6	6	0
2023	2021	2020	0	1	4	4	2
2021	2021	2020	1	2	4	4	3
2016	2015	2006	10	2	14	24	0
2021	2021	2020	0	1	6	6	4
2021	2014	2013	8	1	8	8	2
2022	2022	2021	3	4	3	3	22
2020	2015	2013	3	38	2	14	44
2016	2016	2015	8	5	5	5	0
2024	2022	2021	6	2	3	3	0
2021	2020	2020	0	6	17	17	19
2024	2019	2018	0	12	8	8	9
2020	2019	2014	4	18	2	14	6
2022	2020	2019	1	14	16	16	0
2022	2021	2020	0	6	4	12	0
2023	2021	2021	2	0	13	30	0
2024	2019	2019	0	11	14	14	5
2022	2021	2020	3	82	12	12	121
2019	2011	2010	0	0	9	9	5
2023	2021	2021	1	23	13	30	6
2020	2019	2018	6	13	32	32	9
2018	2017	2016	16	6	9	9	45
2022	2020	2020	2	7	4	4	0
2025	2025	2024	0	0	2	2	48
2022	2019	2008	5	2313	71	105	545
2021	2013	2012	2	296	18	18	70
2019	2018	2017	0	4	6	6	3
2024	2024	2008	0	2687	32	105	807
2023	2022	2008	41	2368	32	105	564
2019	2017	2016	3	74	6	6	12
2023	2022	2008	41	2372	32	105	603
2019	2018	2014	2	1	5	5	0
2023	2019	2019	5	5	14	14	0
2019	2019	2016	10	0	37	37	0
2022	2020	2018	0	5	4	4	12
2020	2019	2018	42	5	32	32	0
2023	2022	2008	41	2372	32	105	637
2024	2020	2019	0	3	10	10	0
2024	2024	2008	0	2684	32	105	813
2024	2019	2019	0	14	14	14	2
2023	2022	2008	41	2372	32	105	593
2020	2020	2019	6	0	16	16	0
2021	2020	2018	13	16	2	5	0
2021	2018	2018	22	0	11	11	0
2021	2021	2013	0	17	20	20	0
2025	2023	2017	0	21	13	13	5
2022	2021	2017	3	0	13	13	0
2025	2025	2017	0	0	13	13	0
2024	2022	2017	0	3	13	13	0
2018	2018	2017	22	6	13	13	0
2020	2018	2017	4	15	13	13	4
2023	2022	2017	0	1	13	13	0
2022	2022	2021	5	1	7	25	1
2020	2020	2017	0	0	13	13	0
2023	2021	2017	0	16	13	13	5
2016	2016	2015	13	1	6	6	4
2024	2023	2017	0	2	13	13	0
2020	2018	2017	2	0	30	30	0
2021	2020	2017	0	15	13	13	4
2022	2020	2019	5	3	19	19	0
2025	2024	2024	0	23	2	2	0
2019	2019	2018	32	3	32	32	1
2021	2018	2018	10	123	2	10	62
2016	2015	2014	1	0	2	2	0
2019	2016	2015	7	4	6	6	0
2025	2024	2024	0	0	2	2	48
2022	2022	2021	0	4	8	8	2
2018	2009	2008	1	21	13	15	0
2020	2020	2019	1	4	12	12	2
2023	2020	2019	0	5	19	19	2
2019	2017	2016	24	0	9	9	0
2023	2021	2020	0	0	2	2	6
2020	2017	2016	0	6	9	9	2
2023	2021	2019	3	92	4	16	8
2022	2021	2021	1	16	8	8	1
2022	2021	2021	9	35	8	8	18
2020	2014	2013	0	8	11	11	3
2019	2017	2014	0	4	5	5	0
2022	2021	2020	3	2	2	2	3
2022	2021	2018	0	0	6	6	0
2023	2021	2021	0	1	4	4	2
2023	2023	2022	2	3	24	24	12
2018	2016	2013	2	7	4	4	1
2017	2016	2013	9	3	4	4	0
2020	2020	2008	47	1508	71	105	129
2023	2023	2022	3	17	24	24	0
2024	2019	2018	1	14	16	16	29
2021	2020	2019	4	29	2	2	20
2025	2025	2024	0	6	4	20	0
2018	2014	2013	3	15	10	10	1
2024	2022	2019	1	123	3	3	11
2021	2020	2017	4	2	36	37	0
2017	2010	2009	0	3	16	70	2
2022	2022	2021	1	11	5	6	3
2021	2021	2020	13	2	2	2	0
2024	2024	2023	0	3	4	4	0
2024	2024	2023	1	3	4	4	0
2019	2014	2013	45	4	2	2	30
2024	2023	2019	0	1	6	6	0
2017	2015	2015	6	1	2	2	2
2024	2023	2022	0	6	1	1	0
2024	2019	2019	0	7	6	6	1
2020	2019	2019	7	2	6	6	0
2017	2015	2011	14	1	1	2	0
2025	2023	2019	0	8	6	6	3
2021	2020	2019	0	5	8	8	1
2023	2022	2021	1	6	1	16	0
2021	2019	2018	4	0	8	8	0
2024	2020	2019	10	725	18	18	203
2022	2021	2019	19	0	4	16	0
2025	2025	2016	0	166	37	37	27
2022	2020	2017	2	31	6	6	16
2017	2016	2016	4	7	1	1	6
2025	2025	2024	0	7	2	2	0
2017	2017	2014	4	10	6	14	0
2016	2015	2000	0	46	17	17	17
2017	2016	2016	2	4	1	1	3
2017	2014	2014	8	14	6	14	3
2021	2016	2015	1	3	13	13	95
2025	2023	2018	1	20	16	16	31
2024	2021	2019	0	12	12	12	7
2025	2024	2023	1	3	1	1	0
2018	2017	2016	54	5	14	27	1
2016	2014	2013	5	10	3	3	81
2022	2021	2019	5	5	12	12	0
2020	2019	2018	8	0	2	2	0
2018	2016	2015	2	10	5	5	1
2025	2019	2018	0	6	16	16	3
2021	2019	2018	2	1	2	2	0
2024	2022	2016	0	159	37	37	27
2024	2023	2018	0	2	16	16	0
2018	2018	2017	0	3	13	13	3
2021	2019	2018	15	3	16	16	0
2021	2020	2020	20	8	3	3	0
2023	2020	2019	1	4	47	47	1
2024	2022	2017	0	91	4	4	39
2017	2016	2006	10	22	14	24	0
2022	2020	2020	3	13	3	3	1
2025	2023	2023	0	0	1	6	0
2021	2020	2017	0	13	12	12	15
2024	2024	2023	10	6	4	117	0
2024	2024	2023	4	6	8	117	0
2018	2017	2013	7	9	6	14	12
2019	2016	2015	1	111	5	5	51
2021	2020	2019	7	39	11	16	2
2020	2020	2019	5	5	7	7	1
2017	2008	2007	0	1	10	10	0
2022	2020	2019	14	7	10	10	0
2021	2020	2018	0	1	32	32	0
2023	2022	2021	2	5	3	30	0
2023	2022	2022	2	34	1	6	0
2025	2024	2017	0	0	4	4	0
2020	2020	2019	35	0	11	16	0
2022	2022	2017	0	2	4	4	0
2023	2023	2022	0	0	24	24	10
2021	2017	2016	12	102	15	15	14
2018	2016	2015	14	5	5	5	0
2024	2020	2019	0	34	10	10	7
2017	2016	2015	6	4	5	5	5
2016	2012	2011	3	9	3	3	2
2017	2016	2015	10	1	8	8	0
2018	2017	2017	36	0	5	5	0
2018	2018	2015	0	1	8	8	0
2020	2019	2018	2	4	5	5	2
2018	2016	2015	2	10	8	8	0
